iter	Accuracy	Logloss
881	0.9622479577	0.09313155743
882	0.9622797444	0.09311721314
883	0.9622797444	0.093100623
884	0.9623327223	0.09308070678
885	0.9623539135	0.09306292533
886	0.9623433179	0.09303630876
887	0.9623645091	0.09301692778
888	0.9623327223	0.09299836828
889	0.9623539135	0.09297091347
890	0.9623645091	0.09294141812
891	0.9624068914	0.09292381503
892	0.962491656	0.09289932147
893	0.9624492737	0.09286333035
894	0.9624386781	0.0928498733
895	0.9624704648	0.09283005587
896	0.9624280825	0.09279290224
897	0.9624704648	0.09277593275
898	0.9624492737	0.09275712832
899	0.9624810604	0.09270685321
900	0.9624704648	0.09268793988
901	0.9625128471	0.09265876112
902	0.9625128471	0.09264520463
903	0.9625022516	0.09261520239
904	0.962491656	0.09259637873
905	0.9625234427	0.09258031942
906	0.9625128471	0.09255721183
907	0.9625022516	0.09254577044
908	0.9624810604	0.0925173466
909	0.9625022516	0.09249671263
910	0.9625234427	0.09247327179
911	0.9625022516	0.09244815471
912	0.962565825	0.09242235594
913	0.9625976118	0.09240491268
914	0.9625552294	0.09237220744
915	0.9626082073	0.09235395461
916	0.9626399941	0.09231970593
917	0.962565825	0.0922869968
918	0.9626505896	0.09226889265
919	0.9626293985	0.09225020693
920	0.9627141631	0.09222742192
921	0.9627141631	0.09218811049
922	0.9627035675	0.09217780717
923	0.9626611852	0.09212871116
924	0.9626611852	0.09209123356
925	0.9626611852	0.09205990633
926	0.9627035675	0.09203996162
927	0.962692972	0.09201553606
928	0.9627353543	0.09198935359
929	0.9627247587	0.09195962607
930	0.9626717808	0.09192395594
931	0.9627141631	0.09190148407
932	0.9627989277	0.09188433322
933	0.9627883322	0.09183916776
934	0.9627989277	0.09182210153
935	0.9627883322	0.09179609284
936	0.9628625012	0.09177422201
937	0.9628519056	0.09176345796
938	0.9628307145	0.09174305454
939	0.9628519056	0.09172848165
940	0.9628307145	0.09170337095
941	0.9628307145	0.09168724664
942	0.9628942879	0.09165340417
943	0.9628519056	0.09163625824
944	0.9628942879	0.09159605938
945	0.9628730968	0.09158550359
946	0.9628730968	0.09156712201
947	0.9629366702	0.09152853256
948	0.9629472658	0.09151416291
949	0.9629578614	0.09150083949
950	0.9629578614	0.0914798935
951	0.9629790525	0.09144339137
952	0.9629896481	0.09141935532
953	0.962968457	0.09139464183
954	0.9630002437	0.09136710551
955	0.9630320304	0.09134245477
956	0.9630744127	0.09132685286
957	0.9630744127	0.0913155984
958	0.9630744127	0.09129886471
959	0.963116795	0.09127811631
960	0.9630956039	0.09125933484
961	0.9630850083	0.09123764527
962	0.963116795	0.09122168908
963	0.9631803685	0.09119779387
964	0.9631803685	0.09118117657
965	0.9631697729	0.09114750139
966	0.9632227508	0.09111903831
967	0.9632015597	0.09109156627
968	0.9632545376	0.09105725088
969	0.9632545376	0.09103316626
970	0.9632545376	0.09100187411
971	0.9632863243	0.09096104345
972	0.9632757287	0.09093914884
973	0.9633393022	0.09090250374
974	0.9632969199	0.09088586053
975	0.9632863243	0.09087621826
976	0.9633075154	0.09086102589
977	0.9633075154	0.09084109833
978	0.9633075154	0.09082829279
979	0.9633075154	0.09081565029
980	0.9633287066	0.09078349417
981	0.9633075154	0.09076926139
982	0.9632969199	0.09075822775
983	0.9632863243	0.09074818708
984	0.963318111	0.09072198464
985	0.9632969199	0.0907043062
986	0.9633075154	0.09068873181
987	0.9633287066	0.09066494398
988	0.9633816845	0.09064717135
989	0.9633922801	0.09062709933
990	0.9634028756	0.09059645829
991	0.9634134712	0.09057798249
992	0.9634452579	0.09055979101
993	0.9634558535	0.09053922935
994	0.9634240668	0.09051384894
995	0.9634876403	0.09047430747
996	0.963519427	0.0904480202
997	0.9635088314	0.09041424473
998	0.9634664491	0.09039994613
999	0.9634558535	0.09037508051
